,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
435,3,0.1239450839930214,573.0,2004.0,500,0.1,100
436,4,0.14630395895801485,573.0,2505.0,500,0.1,100
437,5,0.1685585419763811,573.0,3006.0,500,0.1,100
438,6,0.19089620898012072,573.0,3507.0,500,0.1,100
439,7,0.2134471670142375,574.0,4009.0,500,0.1,100
440,8,0.23558266699546948,574.0,4510.0,500,0.1,100
441,9,0.26098966697463766,574.0,5011.0,500,0.1,100
442,10,0.28355429199291393,574.0,5512.0,500,0.1,100
443,11,0.30597024998860434,576.0,6014.0,500,0.1,100
444,12,0.332311583973933,576.0,6515.0,500,0.1,100
445,13,0.3764473340124823,576.0,7016.0,500,0.1,100
446,14,0.432064916996751,576.0,7517.0,500,0.1,100
447,15,0.4578036669990979,576.0,8018.0,500,0.1,100
448,16,0.4820639999816194,576.0,8519.0,500,0.1,100
449,17,0.5043670840095729,576.0,9020.0,500,0.1,100
450,18,0.5263314999756403,576.0,9521.0,500,0.1,100
451,19,0.5480393749894574,576.0,10022.0,500,0.1,100
452,20,0.5698888750048354,576.0,10523.0,500,0.1,100
453,21,0.5923463340150192,576.0,11024.0,500,0.1,100
454,22,0.614402083971072,576.0,11525.0,500,0.1,100
455,23,0.6361977919586934,579.0,12027.0,500,0.1,100
456,24,0.6590945839998312,579.0,12528.0,500,0.1,100
457,25,0.6812252500094473,579.0,13029.0,500,0.1,100
458,26,0.7032761669834144,579.0,13530.0,500,0.1,100
459,27,0.7252689590095542,579.0,14031.0,500,0.1,100
460,28,0.7474376669852063,579.0,14532.0,500,0.1,100
461,29,0.769590874959249,579.0,15033.0,500,0.1,100
462,30,0.7916574589908123,579.0,15534.0,500,0.1,100
463,31,0.8137189999688417,579.0,16035.0,500,0.1,100
464,32,0.8362411250127479,579.0,16536.0,500,0.1,100
465,33,0.8580706249922514,579.0,17037.0,500,0.1,100
466,34,0.8799763339920901,579.0,17538.0,500,0.1,100
467,35,0.9020954589941539,579.0,18039.0,500,0.1,100
468,36,0.9241350420052186,579.0,18540.0,500,0.1,100
469,37,0.9463134589605033,579.0,19041.0,500,0.1,100
470,38,0.9683024589903653,579.0,19542.0,500,0.1,100
471,39,0.9905254999757744,579.0,20043.0,500,0.1,100
472,40,1.0128192919655703,579.0,20544.0,500,0.1,100
473,41,1.056518666970078,579.0,21045.0,500,0.1,100
474,42,1.096051374974195,579.0,21546.0,500,0.1,100
475,43,1.129437291994691,579.0,22047.0,500,0.1,100
476,0,0.026815459015779197,567.0,500.0,500,0.25,100
477,1,0.07993725000414997,572.0,1002.0,500,0.25,100
478,2,0.10192362498492002,572.0,1503.0,500,0.25,100
479,3,0.1239450839930214,575.0,2005.0,500,0.25,100
480,4,0.14630395895801485,575.0,2506.0,500,0.25,100
481,5,0.1685585419763811,575.0,3007.0,500,0.25,100
482,6,0.19089620898012072,575.0,3508.0,500,0.25,100
483,7,0.2134471670142375,575.0,4009.0,500,0.25,100
484,8,0.23558266699546948,575.0,4510.0,500,0.25,100
485,9,0.26098966697463766,575.0,5011.0,500,0.25,100
486,10,0.28355429199291393,575.0,5512.0,500,0.25,100
487,11,0.30597024998860434,575.0,6013.0,500,0.25,100
488,12,0.332311583973933,575.0,6514.0,500,0.25,100
489,13,0.3764473340124823,575.0,7015.0,500,0.25,100
490,14,0.432064916996751,575.0,7516.0,500,0.25,100
491,15,0.4578036669990979,575.0,8017.0,500,0.25,100
492,16,0.4820639999816194,575.0,8518.0,500,0.25,100
493,17,0.5043670840095729,575.0,9019.0,500,0.25,100
494,18,0.5263314999756403,575.0,9520.0,500,0.25,100
495,19,0.5480393749894574,576.0,10022.0,500,0.25,100
496,20,0.5698888750048354,576.0,10523.0,500,0.25,100
497,21,0.5923463340150192,576.0,11024.0,500,0.25,100
498,22,0.614402083971072,576.0,11525.0,500,0.25,100
499,23,0.6361977919586934,576.0,12026.0,500,0.25,100
500,24,0.6590945839998312,576.0,12527.0,500,0.25,100
501,25,0.6812252500094473,576.0,13028.0,500,0.25,100
502,26,0.7032761669834144,577.0,13530.0,500,0.25,100
503,27,0.7252689590095542,579.0,14032.0,500,0.25,100
504,28,0.7474376669852063,579.0,14533.0,500,0.25,100
505,29,0.769590874959249,579.0,15034.0,500,0.25,100
506,30,0.7916574589908123,579.0,15535.0,500,0.25,100
507,31,0.8137189999688417,579.0,16036.0,500,0.25,100
508,32,0.8362411250127479,579.0,16537.0,500,0.25,100
509,33,0.8580706249922514,579.0,17038.0,500,0.25,100
510,34,0.8799763339920901,579.0,17539.0,500,0.25,100
511,35,0.9020954589941539,579.0,18040.0,500,0.25,100
512,36,0.9241350420052186,579.0,18541.0,500,0.25,100
513,37,0.9463134589605033,579.0,19042.0,500,0.25,100
514,38,0.9683024589903653,579.0,19543.0,500,0.25,100
515,39,0.9905254999757744,579.0,20044.0,500,0.25,100
516,40,1.0128192919655703,579.0,20545.0,500,0.25,100
517,41,1.056518666970078,579.0,21046.0,500,0.25,100
518,42,1.096051374974195,579.0,21547.0,500,0.25,100
519,43,1.129437291994691,579.0,22048.0,500,0.25,100
520,44,1.1594089170102961,579.0,22549.0,500,0.25,100
521,45,1.1904676249832846,579.0,23050.0,500,0.25,100
522,46,1.21506491699256,579.0,23551.0,500,0.25,100
523,47,1.243554042011965,579.0,24052.0,500,0.25,100
524,0,0.026815459015779197,567.0,500.0,500,0.5,100
525,1,0.07993725000414997,573.0,1002.0,500,0.5,100
526,2,0.10192362498492002,573.0,1503.0,500,0.5,100
527,3,0.1239450839930214,573.0,2004.0,500,0.5,100
528,4,0.14630395895801485,573.0,2505.0,500,0.5,100
529,5,0.1685585419763811,573.0,3006.0,500,0.5,100
530,6,0.19089620898012072,574.0,3508.0,500,0.5,100
531,7,0.2134471670142375,574.0,4009.0,500,0.5,100
532,8,0.23558266699546948,574.0,4510.0,500,0.5,100
533,9,0.26098966697463766,574.0,5011.0,500,0.5,100
534,10,0.28355429199291393,574.0,5512.0,500,0.5,100
535,11,0.30597024998860434,574.0,6013.0,500,0.5,100
536,12,0.332311583973933,574.0,6514.0,500,0.5,100
537,13,0.3764473340124823,574.0,7015.0,500,0.5,100
538,14,0.432064916996751,574.0,7516.0,500,0.5,100
539,15,0.4578036669990979,574.0,8017.0,500,0.5,100
540,16,0.4820639999816194,575.0,8519.0,500,0.5,100
541,17,0.5043670840095729,575.0,9020.0,500,0.5,100
542,18,0.5263314999756403,575.0,9521.0,500,0.5,100
543,19,0.5480393749894574,575.0,10022.0,500,0.5,100
544,20,0.5698888750048354,575.0,10523.0,500,0.5,100
545,21,0.5923463340150192,575.0,11024.0,500,0.5,100
546,22,0.614402083971072,576.0,11526.0,500,0.5,100
547,23,0.6361977919586934,576.0,12027.0,500,0.5,100
548,24,0.6590945839998312,577.0,12529.0,500,0.5,100
549,25,0.6812252500094473,577.0,13030.0,500,0.5,100
550,26,0.7032761669834144,578.0,13532.0,500,0.5,100
551,27,0.7252689590095542,578.0,14033.0,500,0.5,100
552,28,0.7474376669852063,578.0,14534.0,500,0.5,100
553,29,0.769590874959249,578.0,15035.0,500,0.5,100
554,30,0.7916574589908123,578.0,15536.0,500,0.5,100
555,31,0.8137189999688417,578.0,16037.0,500,0.5,100
556,32,0.8362411250127479,578.0,16538.0,500,0.5,100
557,33,0.8580706249922514,578.0,17039.0,500,0.5,100
558,34,0.8799763339920901,578.0,17540.0,500,0.5,100
559,35,0.9020954589941539,578.0,18041.0,500,0.5,100
560,36,0.9241350420052186,578.0,18542.0,500,0.5,100
561,37,0.9463134589605033,578.0,19043.0,500,0.5,100
562,38,0.9683024589903653,578.0,19544.0,500,0.5,100
563,39,0.9905254999757744,578.0,20045.0,500,0.5,100
564,40,1.0128192919655703,578.0,20546.0,500,0.5,100
565,41,1.056518666970078,579.0,21048.0,500,0.5,100
566,42,1.096051374974195,579.0,21549.0,500,0.5,100
567,43,1.129437291994691,579.0,22050.0,500,0.5,100
568,44,1.1594089170102961,579.0,22551.0,500,0.5,100
569,45,1.1904676249832846,579.0,23052.0,500,0.5,100
570,46,1.21506491699256,579.0,23553.0,500,0.5,100
571,47,1.243554042011965,579.0,24054.0,500,0.5,100
572,48,1.2742329169996083,579.0,24555.0,500,0.5,100
573,49,1.386373333982192,579.0,25056.0,500,0.5,100
574,50,1.4337583339656703,579.0,25557.0,500,0.5,100
575,51,1.4576093750074506,579.0,26058.0,500,0.5,100
576,52,1.4811446249950677,579.0,26559.0,500,0.5,100
577,53,1.506047458969988,579.0,27060.0,500,0.5,100
578,54,1.5290403749677353,579.0,27561.0,500,0.5,100
579,55,1.5531857919995673,579.0,28062.0,500,0.5,100
580,56,1.5760325840092264,579.0,28563.0,500,0.5,100
581,57,1.598431708989665,579.0,29064.0,500,0.5,100
582,58,1.6232049589743838,579.0,29565.0,500,0.5,100
583,59,1.646381750004366,579.0,30066.0,500,0.5,100
584,60,1.67371462500887,579.0,30567.0,500,0.5,100
585,61,1.6970833339728415,579.0,31068.0,500,0.5,100
586,0,0.026815459015779197,567.0,500.0,500,0.75,100
587,1,0.07993725000414997,571.0,1002.0,500,0.75,100
588,2,0.10192362498492002,571.0,1503.0,500,0.75,100
589,3,0.1239450839930214,571.0,2004.0,500,0.75,100
590,4,0.14630395895801485,571.0,2505.0,500,0.75,100
591,5,0.1685585419763811,571.0,3006.0,500,0.75,100
592,6,0.19089620898012072,572.0,3508.0,500,0.75,100
593,7,0.2134471670142375,572.0,4009.0,500,0.75,100
594,8,0.23558266699546948,574.0,4511.0,500,0.75,100
595,9,0.26098966697463766,574.0,5012.0,500,0.75,100
596,10,0.28355429199291393,575.0,5514.0,500,0.75,100
597,11,0.30597024998860434,575.0,6015.0,500,0.75,100
598,12,0.332311583973933,575.0,6516.0,500,0.75,100
599,13,0.3764473340124823,575.0,7017.0,500,0.75,100
600,14,0.432064916996751,575.0,7518.0,500,0.75,100
601,15,0.4578036669990979,575.0,8019.0,500,0.75,100
602,16,0.4820639999816194,575.0,8520.0,500,0.75,100
603,17,0.5043670840095729,575.0,9021.0,500,0.75,100
604,18,0.5263314999756403,575.0,9522.0,500,0.75,100
605,19,0.5480393749894574,575.0,10023.0,500,0.75,100
606,20,0.5698888750048354,575.0,10524.0,500,0.75,100
607,21,0.5923463340150192,575.0,11025.0,500,0.75,100
608,22,0.614402083971072,575.0,11526.0,500,0.75,100
609,23,0.6361977919586934,575.0,12027.0,500,0.75,100
610,24,0.6590945839998312,575.0,12528.0,500,0.75,100
611,25,0.6812252500094473,575.0,13029.0,500,0.75,100
612,26,0.7032761669834144,575.0,13530.0,500,0.75,100
613,27,0.7252689590095542,576.0,14032.0,500,0.75,100
614,28,0.7474376669852063,576.0,14533.0,500,0.75,100
615,29,0.769590874959249,576.0,15034.0,500,0.75,100
616,30,0.7916574589908123,576.0,15535.0,500,0.75,100
617,31,0.8137189999688417,576.0,16036.0,500,0.75,100
618,32,0.8362411250127479,576.0,16537.0,500,0.75,100
619,33,0.8580706249922514,576.0,17038.0,500,0.75,100
620,34,0.8799763339920901,576.0,17539.0,500,0.75,100
621,35,0.9020954589941539,576.0,18040.0,500,0.75,100
622,36,0.9241350420052186,576.0,18541.0,500,0.75,100
623,37,0.9463134589605033,576.0,19042.0,500,0.75,100
624,38,0.9683024589903653,576.0,19543.0,500,0.75,100
625,39,0.9905254999757744,576.0,20044.0,500,0.75,100
626,40,1.0128192919655703,576.0,20545.0,500,0.75,100
627,41,1.056518666970078,576.0,21046.0,500,0.75,100
628,42,1.096051374974195,576.0,21547.0,500,0.75,100
629,43,1.129437291994691,576.0,22048.0,500,0.75,100
630,44,1.1594089170102961,576.0,22549.0,500,0.75,100
631,45,1.1904676249832846,576.0,23050.0,500,0.75,100
632,46,1.21506491699256,576.0,23551.0,500,0.75,100
633,47,1.243554042011965,576.0,24052.0,500,0.75,100
634,0,0.026815459015779197,567.0,500.0,500,0.9,100
635,1,0.07993725000414997,570.0,1002.0,500,0.9,100
636,2,0.10192362498492002,571.0,1504.0,500,0.9,100
637,3,0.1239450839930214,571.0,2005.0,500,0.9,100
638,4,0.14630395895801485,571.0,2506.0,500,0.9,100
639,5,0.1685585419763811,574.0,3008.0,500,0.9,100
640,6,0.19089620898012072,574.0,3509.0,500,0.9,100
641,7,0.2134471670142375,574.0,4010.0,500,0.9,100
642,8,0.23558266699546948,574.0,4511.0,500,0.9,100
643,9,0.26098966697463766,574.0,5012.0,500,0.9,100
644,10,0.28355429199291393,574.0,5513.0,500,0.9,100
645,11,0.30597024998860434,574.0,6014.0,500,0.9,100
646,12,0.332311583973933,575.0,6516.0,500,0.9,100
647,13,0.3764473340124823,575.0,7017.0,500,0.9,100
648,14,0.432064916996751,575.0,7518.0,500,0.9,100
649,15,0.4578036669990979,575.0,8019.0,500,0.9,100
650,16,0.4820639999816194,575.0,8520.0,500,0.9,100
651,17,0.5043670840095729,575.0,9021.0,500,0.9,100
652,18,0.5263314999756403,575.0,9522.0,500,0.9,100
653,19,0.5480393749894574,575.0,10023.0,500,0.9,100
654,20,0.5698888750048354,575.0,10524.0,500,0.9,100
655,21,0.5923463340150192,575.0,11025.0,500,0.9,100
656,22,0.614402083971072,575.0,11526.0,500,0.9,100
657,23,0.6361977919586934,577.0,12028.0,500,0.9,100
658,24,0.6590945839998312,577.0,12529.0,500,0.9,100
659,25,0.6812252500094473,577.0,13030.0,500,0.9,100
660,26,0.7032761669834144,577.0,13531.0,500,0.9,100
661,27,0.7252689590095542,577.0,14032.0,500,0.9,100
662,28,0.7474376669852063,577.0,14533.0,500,0.9,100
663,29,0.769590874959249,577.0,15034.0,500,0.9,100
664,30,0.7916574589908123,577.0,15535.0,500,0.9,100
665,31,0.8137189999688417,577.0,16036.0,500,0.9,100
666,32,0.8362411250127479,577.0,16537.0,500,0.9,100
667,33,0.8580706249922514,577.0,17038.0,500,0.9,100
668,34,0.8799763339920901,577.0,17539.0,500,0.9,100
669,35,0.9020954589941539,577.0,18040.0,500,0.9,100
670,36,0.9241350420052186,579.0,18542.0,500,0.9,100
671,37,0.9463134589605033,579.0,19043.0,500,0.9,100
672,38,0.9683024589903653,579.0,19544.0,500,0.9,100
673,39,0.9905254999757744,579.0,20045.0,500,0.9,100
674,40,1.0128192919655703,579.0,20546.0,500,0.9,100
675,41,1.056518666970078,579.0,21047.0,500,0.9,100
676,42,1.096051374974195,579.0,21548.0,500,0.9,100
677,43,1.129437291994691,579.0,22049.0,500,0.9,100
678,44,1.1594089170102961,579.0,22550.0,500,0.9,100
679,45,1.1904676249832846,579.0,23051.0,500,0.9,100
680,46,1.21506491699256,579.0,23552.0,500,0.9,100
681,47,1.243554042011965,579.0,24053.0,500,0.9,100
682,48,1.2742329169996083,579.0,24554.0,500,0.9,100
683,49,1.386373333982192,579.0,25055.0,500,0.9,100
684,50,1.4337583339656703,579.0,25556.0,500,0.9,100
685,51,1.4576093750074506,579.0,26057.0,500,0.9,100
686,52,1.4811446249950677,579.0,26558.0,500,0.9,100
687,53,1.506047458969988,579.0,27059.0,500,0.9,100
688,54,1.5290403749677353,579.0,27560.0,500,0.9,100
689,55,1.5531857919995673,579.0,28061.0,500,0.9,100
690,56,1.5760325840092264,579.0,28562.0,500,0.9,100
691,0,0.026815459015779197,567.0,1000.0,1000,0.1,100
692,1,0.07993725000414997,572.0,2002.0,1000,0.1,100
693,2,0.10192362498492002,574.0,3004.0,1000,0.1,100
694,3,0.1239450839930214,574.0,4005.0,1000,0.1,100
695,4,0.14630395895801485,574.0,5006.0,1000,0.1,100
696,5,0.1685585419763811,574.0,6007.0,1000,0.1,100
697,6,0.19089620898012072,575.0,7009.0,1000,0.1,100
698,7,0.2134471670142375,575.0,8010.0,1000,0.1,100
699,8,0.23558266699546948,576.0,9012.0,1000,0.1,100
700,9,0.26098966697463766,577.0,10014.0,1000,0.1,100
701,10,0.28355429199291393,577.0,11015.0,1000,0.1,100
702,11,0.30597024998860434,577.0,12016.0,1000,0.1,100
703,12,0.332311583973933,577.0,13017.0,1000,0.1,100
704,13,0.3764473340124823,577.0,14018.0,1000,0.1,100
705,14,0.432064916996751,577.0,15019.0,1000,0.1,100
706,15,0.4578036669990979,577.0,16020.0,1000,0.1,100
707,16,0.4820639999816194,577.0,17021.0,1000,0.1,100
708,17,0.5043670840095729,577.0,18022.0,1000,0.1,100
709,18,0.5263314999756403,577.0,19023.0,1000,0.1,100
710,19,0.5480393749894574,577.0,20024.0,1000,0.1,100
711,20,0.5698888750048354,577.0,21025.0,1000,0.1,100
712,21,0.5923463340150192,577.0,22026.0,1000,0.1,100
713,22,0.614402083971072,577.0,23027.0,1000,0.1,100
714,23,0.6361977919586934,578.0,24029.0,1000,0.1,100
715,24,0.6590945839998312,578.0,25030.0,1000,0.1,100
716,25,0.6812252500094473,578.0,26031.0,1000,0.1,100
717,26,0.7032761669834144,578.0,27032.0,1000,0.1,100
718,27,0.7252689590095542,578.0,28033.0,1000,0.1,100
719,28,0.7474376669852063,578.0,29034.0,1000,0.1,100
720,29,0.769590874959249,578.0,30035.0,1000,0.1,100
721,30,0.7916574589908123,578.0,31036.0,1000,0.1,100
722,31,0.8137189999688417,578.0,32037.0,1000,0.1,100
723,32,0.8362411250127479,578.0,33038.0,1000,0.1,100
724,33,0.8580706249922514,578.0,34039.0,1000,0.1,100
725,34,0.8799763339920901,578.0,35040.0,1000,0.1,100
726,35,0.9020954589941539,578.0,36041.0,1000,0.1,100
727,36,0.9241350420052186,578.0,37042.0,1000,0.1,100
728,37,0.9463134589605033,578.0,38043.0,1000,0.1,100
729,38,0.9683024589903653,578.0,39044.0,1000,0.1,100
730,39,0.9905254999757744,578.0,40045.0,1000,0.1,100
731,40,1.0128192919655703,578.0,41046.0,1000,0.1,100
732,41,1.056518666970078,578.0,42047.0,1000,0.1,100
733,42,1.096051374974195,578.0,43048.0,1000,0.1,100
734,43,1.129437291994691,578.0,44049.0,1000,0.1,100
735,0,0.026815459015779197,567.0,1000.0,1000,0.25,100
736,1,0.07993725000414997,573.0,2002.0,1000,0.25,100
737,2,0.10192362498492002,573.0,3003.0,1000,0.25,100
738,3,0.1239450839930214,573.0,4004.0,1000,0.25,100
739,4,0.14630395895801485,573.0,5005.0,1000,0.25,100
740,5,0.1685585419763811,578.0,6007.0,1000,0.25,100
741,6,0.19089620898012072,578.0,7008.0,1000,0.25,100
742,7,0.2134471670142375,578.0,8009.0,1000,0.25,100
743,8,0.23558266699546948,578.0,9010.0,1000,0.25,100
744,9,0.26098966697463766,579.0,10012.0,1000,0.25,100
745,10,0.28355429199291393,579.0,11013.0,1000,0.25,100
746,11,0.30597024998860434,579.0,12014.0,1000,0.25,100
747,12,0.332311583973933,579.0,13015.0,1000,0.25,100
748,13,0.3764473340124823,579.0,14016.0,1000,0.25,100
749,14,0.432064916996751,579.0,15017.0,1000,0.25,100
750,15,0.4578036669990979,579.0,16018.0,1000,0.25,100
751,16,0.4820639999816194,579.0,17019.0,1000,0.25,100
752,17,0.5043670840095729,579.0,18020.0,1000,0.25,100
753,18,0.5263314999756403,579.0,19021.0,1000,0.25,100
754,19,0.5480393749894574,579.0,20022.0,1000,0.25,100
755,20,0.5698888750048354,579.0,21023.0,1000,0.25,100
756,21,0.5923463340150192,579.0,22024.0,1000,0.25,100
757,22,0.614402083971072,579.0,23025.0,1000,0.25,100
758,23,0.6361977919586934,579.0,24026.0,1000,0.25,100
759,24,0.6590945839998312,579.0,25027.0,1000,0.25,100
760,25,0.6812252500094473,579.0,26028.0,1000,0.25,100
761,26,0.7032761669834144,579.0,27029.0,1000,0.25,100
762,27,0.7252689590095542,579.0,28030.0,1000,0.25,100
763,28,0.7474376669852063,579.0,29031.0,1000,0.25,100
764,29,0.769590874959249,579.0,30032.0,1000,0.25,100
765,0,0.026815459015779197,567.0,1000.0,1000,0.5,100
766,1,0.07993725000414997,573.0,2002.0,1000,0.5,100
767,2,0.10192362498492002,573.0,3003.0,1000,0.5,100
768,3,0.1239450839930214,573.0,4004.0,1000,0.5,100
769,4,0.14630395895801485,574.0,5006.0,1000,0.5,100
770,5,0.1685585419763811,574.0,6007.0,1000,0.5,100
771,6,0.19089620898012072,578.0,7009.0,1000,0.5,100
772,7,0.2134471670142375,578.0,8010.0,1000,0.5,100
773,8,0.23558266699546948,580.0,9012.0,1000,0.5,100
774,9,0.26098966697463766,580.0,10013.0,1000,0.5,100
775,10,0.28355429199291393,580.0,11014.0,1000,0.5,100
776,11,0.30597024998860434,580.0,12015.0,1000,0.5,100
777,12,0.332311583973933,580.0,13016.0,1000,0.5,100
778,13,0.3764473340124823,580.0,14017.0,1000,0.5,100
779,14,0.432064916996751,580.0,15018.0,1000,0.5,100
780,15,0.4578036669990979,580.0,16019.0,1000,0.5,100
781,16,0.4820639999816194,580.0,17020.0,1000,0.5,100
782,17,0.5043670840095729,580.0,18021.0,1000,0.5,100
783,18,0.5263314999756403,580.0,19022.0,1000,0.5,100
784,19,0.5480393749894574,580.0,20023.0,1000,0.5,100
785,20,0.5698888750048354,580.0,21024.0,1000,0.5,100
786,21,0.5923463340150192,580.0,22025.0,1000,0.5,100
787,22,0.614402083971072,580.0,23026.0,1000,0.5,100
788,23,0.6361977919586934,580.0,24027.0,1000,0.5,100
789,24,0.6590945839998312,580.0,25028.0,1000,0.5,100
790,25,0.6812252500094473,580.0,26029.0,1000,0.5,100
791,26,0.7032761669834144,580.0,27030.0,1000,0.5,100
792,27,0.7252689590095542,580.0,28031.0,1000,0.5,100
793,28,0.7474376669852063,580.0,29032.0,1000,0.5,100
794,0,0.026815459015779197,567.0,1000.0,1000,0.75,100
795,1,0.07993725000414997,572.0,2002.0,1000,0.75,100
796,2,0.10192362498492002,573.0,3004.0,1000,0.75,100
797,3,0.1239450839930214,573.0,4005.0,1000,0.75,100
798,4,0.14630395895801485,574.0,5007.0,1000,0.75,100
799,5,0.1685585419763811,574.0,6008.0,1000,0.75,100
800,6,0.19089620898012072,578.0,7010.0,1000,0.75,100
801,7,0.2134471670142375,578.0,8011.0,1000,0.75,100
802,8,0.23558266699546948,578.0,9012.0,1000,0.75,100
803,9,0.26098966697463766,578.0,10013.0,1000,0.75,100
804,10,0.28355429199291393,578.0,11014.0,1000,0.75,100
805,11,0.30597024998860434,578.0,12015.0,1000,0.75,100
806,12,0.332311583973933,578.0,13016.0,1000,0.75,100
807,13,0.3764473340124823,578.0,14017.0,1000,0.75,100
808,14,0.432064916996751,578.0,15018.0,1000,0.75,100
809,15,0.4578036669990979,578.0,16019.0,1000,0.75,100
810,16,0.4820639999816194,578.0,17020.0,1000,0.75,100
811,17,0.5043670840095729,578.0,18021.0,1000,0.75,100
812,18,0.5263314999756403,578.0,19022.0,1000,0.75,100
813,19,0.5480393749894574,578.0,20023.0,1000,0.75,100
814,20,0.5698888750048354,578.0,21024.0,1000,0.75,100
815,21,0.5923463340150192,578.0,22025.0,1000,0.75,100
816,22,0.614402083971072,578.0,23026.0,1000,0.75,100
817,23,0.6361977919586934,578.0,24027.0,1000,0.75,100
818,24,0.6590945839998312,578.0,25028.0,1000,0.75,100
819,25,0.6812252500094473,578.0,26029.0,1000,0.75,100
820,26,0.7032761669834144,578.0,27030.0,1000,0.75,100
821,0,0.026815459015779197,567.0,1000.0,1000,0.9,100
822,1,0.07993725000414997,572.0,2002.0,1000,0.9,100
823,2,0.10192362498492002,574.0,3004.0,1000,0.9,100
824,3,0.1239450839930214,574.0,4005.0,1000,0.9,100
825,4,0.14630395895801485,576.0,5007.0,1000,0.9,100
826,5,0.1685585419763811,578.0,6009.0,1000,0.9,100
827,6,0.19089620898012072,578.0,7010.0,1000,0.9,100
828,7,0.2134471670142375,578.0,8011.0,1000,0.9,100
829,8,0.23558266699546948,578.0,9012.0,1000,0.9,100
830,9,0.26098966697463766,578.0,10013.0,1000,0.9,100
831,10,0.28355429199291393,578.0,11014.0,1000,0.9,100
832,11,0.30597024998860434,578.0,12015.0,1000,0.9,100
833,12,0.332311583973933,578.0,13016.0,1000,0.9,100
834,13,0.3764473340124823,578.0,14017.0,1000,0.9,100
835,14,0.432064916996751,578.0,15018.0,1000,0.9,100
836,15,0.4578036669990979,578.0,16019.0,1000,0.9,100
837,16,0.4820639999816194,578.0,17020.0,1000,0.9,100
838,17,0.5043670840095729,578.0,18021.0,1000,0.9,100
839,18,0.5263314999756403,578.0,19022.0,1000,0.9,100
840,19,0.5480393749894574,579.0,20024.0,1000,0.9,100
841,20,0.5698888750048354,579.0,21025.0,1000,0.9,100
842,21,0.5923463340150192,579.0,22026.0,1000,0.9,100
843,22,0.614402083971072,579.0,23027.0,1000,0.9,100
844,23,0.6361977919586934,579.0,24028.0,1000,0.9,100
845,24,0.6590945839998312,579.0,25029.0,1000,0.9,100
846,25,0.6812252500094473,579.0,26030.0,1000,0.9,100
847,26,0.7032761669834144,579.0,27031.0,1000,0.9,100
848,27,0.7252689590095542,579.0,28032.0,1000,0.9,100
849,28,0.7474376669852063,579.0,29033.0,1000,0.9,100
850,29,0.769590874959249,579.0,30034.0,1000,0.9,100
851,30,0.7916574589908123,579.0,31035.0,1000,0.9,100
852,31,0.8137189999688417,579.0,32036.0,1000,0.9,100
853,32,0.8362411250127479,579.0,33037.0,1000,0.9,100
854,33,0.8580706249922514,579.0,34038.0,1000,0.9,100
855,34,0.8799763339920901,579.0,35039.0,1000,0.9,100
856,35,0.9020954589941539,579.0,36040.0,1000,0.9,100
857,36,0.9241350420052186,579.0,37041.0,1000,0.9,100
858,37,0.9463134589605033,579.0,38042.0,1000,0.9,100
859,38,0.9683024589903653,579.0,39043.0,1000,0.9,100
860,39,0.9905254999757744,579.0,40044.0,1000,0.9,100
